;(flair-tagged) sentence;;spaCy - flair;;stanza - flair;;stanza - spaCy
1840;"['The_DET', 'people_NOUN', 'were_VERB', 'by_ADP', 'this_DET', 'time_NOUN', 'pouring_VERB', 'forth_ADV', ',_PUNCT', 'as_ADP', 'he_PRON', 'had_VERB', 'seen_VERB', 'them_PRON', 'with_ADP', 'the_DET', 'Ghost_PROPN', 'of_ADP', 'Christmas_PROPN', 'Present_PROPN', ';_PUNCT', 'and_CCONJ', ',_PUNCT', 'walking_VERB', 'with_ADP', 'his_PRON', 'hands_NOUN', 'behind_ADP', 'him_PRON', ',_PUNCT', 'Scrooge_PROPN', 'regarded_VERB', 'every_DET', 'one_NOUN', 'with_ADP', 'a_DET', 'delighted_ADJ', 'smile_NOUN', '._PUNCT']";39;{'behind_ADV', 'were_AUX', 'his_DET', 'as_SCONJ', 'had_AUX'};39;{'had_AUX', 'were_AUX', 'as_SCONJ'};39;{'behind_ADV', 'his_DET'}
1841;"['He_PRON', 'looked_VERB', 'so_ADV', 'irresistibly_ADV', 'pleasant_ADJ', ',_PUNCT', 'in_ADP', 'a_DET', 'word_NOUN', ',_PUNCT', 'that_ADP', 'three_NUM', 'or_CCONJ', 'four_NUM', 'good-humoured_ADJ', 'fellows_NOUN', 'said_VERB', ',_PUNCT', '""_PUNCT', 'Good_ADJ', 'morning_NOUN', ',_PUNCT', 'sir_NOUN', '!_PUNCT']";24;{'that_SCONJ', '-_PUNCT', 'good_ADJ', 'humoured_ADJ'};26;{'humoured_ADJ', 'sir_PROPN', '-_PUNCT', 'good_ADJ', 'that_SCONJ'};26;
1842;"['A_DET', 'merry_ADJ', 'Christmas_PROPN', 'to_ADP', 'you_PRON', '!_PUNCT', '""_PUNCT']";7;{'merry_NOUN'};7;;7;{'merry_NOUN'}
1843;['And_CCONJ', 'Scrooge_PROPN', 'said_VERB', 'often_ADV', 'afterwards_ADV', 'that_ADP', ',_PUNCT', 'of_ADP', 'all_DET', 'the_DET', 'blithe_ADJ', 'sounds_NOUN', 'he_PRON', 'had_VERB', 'ever_ADV', 'heard_VERB', ',_PUNCT', 'those_DET', 'were_VERB', 'the_DET', 'blithest_NOUN', 'in_ADP', 'his_PRON', 'ears_NOUN', '._PUNCT'];25;{'blithest_ADJ', 'were_AUX', 'his_DET', 'blithe_NOUN', 'sounds_VERB', 'had_AUX', 'that_SCONJ'};25;{'blithest_ADJ', 'were_AUX', 'had_AUX', 'those_PRON', 'that_SCONJ'};25;{'blithe_NOUN', 'his_DET', 'sounds_VERB'}
1844;"['He_PRON', 'had_VERB', 'not_ADV', 'gone_VERB', 'far_ADV', 'when_ADV', ',_PUNCT', 'coming_VERB', 'on_ADP', 'towards_ADP', 'him_PRON', ',_PUNCT', 'he_PRON', 'beheld_VERB', 'the_DET', 'portly_ADJ', 'gentleman_NOUN', 'who_PRON', 'had_VERB', 'walked_VERB', 'into_ADP', 'his_PRON', 'counting-house_NOUN', 'the_DET', 'day_NOUN', 'before_ADV', ',_PUNCT', 'and_CCONJ', 'said_VERB', ',_PUNCT', '""_PUNCT', 'Scrooge_PROPN', 'and_CCONJ', 'Marley_PROPN', ""'s_PART"", ',_PUNCT', 'I_PRON', 'believe_VERB', '?_PUNCT', '""_PUNCT']";40;{'gentleman_PROPN', 'his_DET', 'not_PART', '-_PUNCT', 'counting_NOUN', 'house_NOUN', 'portly_ADV', 'had_AUX'};42;{'not_PART', '-_PUNCT', 'counting_NOUN', 'house_NOUN', 'had_AUX', 'on_ADV'};42;{'gentleman_PROPN', 'portly_ADV', 'his_DET'}
1845;"['It_PRON', 'sent_VERB', 'a_DET', 'pang_NOUN', 'across_ADP', 'his_PRON', 'heart_NOUN', 'to_PART', 'think_VERB', 'how_ADV', 'this_DET', 'old_ADJ', 'gentleman_NOUN', 'would_AUX', 'look_VERB', 'upon_ADP', 'him_PRON', 'when_ADV', 'they_PRON', 'met_VERB', ';_PUNCT', 'but_CCONJ', 'he_PRON', 'knew_VERB', 'what_PRON', 'path_NOUN', 'lay_VERB', 'straight_ADV', 'before_ADP', 'him_PRON', ',_PUNCT', 'and_CCONJ', 'he_PRON', 'took_VERB', 'it_PRON', '._PUNCT']";36;{'upon_SCONJ', 'what_DET', 'his_DET', 'would_VERB'};36;{'what_DET'};36;{'upon_SCONJ', 'his_DET', 'would_VERB'}
1846;"['""_PUNCT', 'My_PRON', 'dear_ADJ', 'sir_NOUN', ',""_PUNCT', 'said_VERB', 'Scrooge_PROPN', ',_PUNCT', 'quickening_VERB', 'his_PRON', 'pace_NOUN', ',_PUNCT', 'and_CCONJ', 'taking_VERB', 'the_DET', 'old_ADJ', 'gentleman_NOUN', 'by_ADP', 'both_DET', 'his_PRON', 'hands_NOUN', ',_PUNCT', '""_PUNCT', 'how_ADV', 'do_VERB', 'you_PRON', 'do_VERB', '?_PUNCT']";28;{'do_AUX', 'My_DET', 'his_DET', 'gentleman_PROPN'};29;{'do_AUX', 'both_CCONJ'};29;{'gentleman_PROPN', 'My_DET', 'his_DET'}
1847;['I_PRON', 'hope_VERB', 'you_PRON', 'succeeded_VERB', 'yesterday_NOUN', '._PUNCT'];6;;6;;6;
1848;['It_PRON', 'was_VERB', 'very_ADV', 'kind_ADJ', 'of_ADP', 'you_PRON', '._PUNCT'];7;{'kind_ADV', 'was_AUX'};7;{'was_AUX'};7;{'kind_ADV'}
1849;"['A_DET', 'merry_ADJ', 'Christmas_PROPN', 'to_ADP', 'you_PRON', ',_PUNCT', 'sir_PROPN', '!_PUNCT', '""_PUNCT']";9;{'sir_NOUN', 'merry_NOUN'};9;;9;{'sir_NOUN', 'merry_NOUN'}
1850;"['""_PUNCT', 'Mr_PROPN', '._PUNCT']";3;{'Mr._PROPN'};2;{'Mr._PROPN'};2;
1851;"['Scrooge_PROPN', '?_PUNCT', '""_PUNCT']";3;;3;;3;
1852;"['""_PUNCT', 'Yes_INTJ', ',""_PUNCT', 'said_VERB', 'Scrooge_PROPN', '._PUNCT']";6;{',_PUNCT'};7;{',_PUNCT'};7;
1853;"['""_PUNCT', 'That_DET', 'is_VERB', 'my_PRON', 'name_NOUN', ',_PUNCT', 'and_CCONJ', 'I_PRON', 'fear_VERB', 'it_PRON', 'may_AUX', 'not_ADV', 'be_VERB', 'pleasant_ADJ', 'to_ADP', 'you_PRON', '._PUNCT']";17;{'may_VERB', 'be_AUX', 'not_PART', 'my_DET', 'is_AUX'};17;{'is_AUX', 'not_PART', 'That_PRON', 'be_AUX'};17;{'my_DET', 'may_VERB'}
1854;['Allow_VERB', 'me_PRON', 'to_PART', 'ask_VERB', 'your_PRON', 'pardon_NOUN', '._PUNCT'];7;{'your_DET'};7;;7;{'your_DET'}
1855;"['And_CCONJ', 'will_AUX', 'you_PRON', 'have_VERB', 'the_DET', 'goodness_NOUN', '----""_PUNCT', 'Here_ADV', 'Scrooge_PROPN', 'whispered_VERB', 'in_ADP', 'his_PRON', 'ear_NOUN', '._PUNCT']";14;"{'""_PUNCT', 'his_DET', 'goodness----_NOUN', 'have_AUX', 'will_VERB'}";14;"{'----_PUNCT', '""_PUNCT'}";15;{'goodness----_NOUN', 'have_AUX', 'his_DET', 'will_VERB'}
1856;"['""_PUNCT', 'Lord_PROPN', 'bless_VERB', 'me_PRON', '!_PUNCT', '""_PUNCT']";6;;6;;6;
1857;['cried_VERB', 'the_DET', 'gentleman_NOUN', ',_PUNCT', 'as_ADP', 'if_ADP', 'his_PRON', 'breath_NOUN', 'were_VERB', 'taken_VERB', 'away_ADV', '._PUNCT'];12;{'if_SCONJ', 'were_AUX', 'his_DET', 'as_SCONJ'};12;{'if_SCONJ', 'were_AUX', 'as_SCONJ'};12;{'his_DET'}
1858;"['""_PUNCT', 'My_PRON', 'dear_ADJ', 'Mr._PROPN', 'Scrooge_PROPN', ',_PUNCT', 'are_VERB', 'you_PRON', 'serious_ADJ', '?_PUNCT', '""_PUNCT']";11;{'My_DET', 'are_AUX'};11;{'are_AUX'};11;{'My_DET'}
1859;"['""_PUNCT', 'If_ADP', 'you_PRON', 'please_VERB', ',""_PUNCT', 'said_VERB', 'Scrooge_PROPN', '._PUNCT']";8;{'If_SCONJ', ',_PUNCT'};9;{'If_SCONJ', ',_PUNCT', 'please_INTJ'};9;
1860;"['""_PUNCT', 'Not_ADV', 'a_DET', 'farthing_NOUN', 'less_ADJ', '._PUNCT']";6;{'Not_PART'};6;{'Not_PART'};6;
1861;['A_DET', 'great_ADV', 'many_ADJ', 'back-payments_NOUN', 'are_VERB', 'included_VERB', 'in_ADP', 'it_PRON', ',_PUNCT', 'I_PRON', 'assure_VERB', 'you_PRON', '._PUNCT'];13;{'-_PUNCT', 'back_NOUN', 'are_AUX', 'great_ADJ', 'payments_NOUN'};15;{'-_PUNCT', 'back_NOUN', 'are_AUX', 'great_ADJ', 'payments_NOUN'};15;
1862;"['Will_AUX', 'you_PRON', 'do_VERB', 'me_PRON', 'that_DET', 'favour_NOUN', '?_PUNCT', '""_PUNCT']";8;{'do_AUX', 'that_SCONJ', 'Will_VERB'};8;;8;{'do_AUX', 'that_SCONJ', 'Will_VERB'}
1863;"['""_PUNCT', 'My_PRON', 'dear_ADJ', 'sir_NOUN', ',""_PUNCT', 'said_VERB', 'the_DET', 'other_ADJ', ',_PUNCT', 'shaking_VERB', 'hands_NOUN', 'with_ADP', 'him_PRON', ',_PUNCT', '""_PUNCT', 'I_PRON', 'do_VERB', ""n't_ADV"", 'know_VERB', 'what_PRON', 'to_PART', 'say_VERB', 'to_ADP', 'such_ADJ', 'munifi_NOUN', '----""_PUNCT', '""_PUNCT', 'Do_VERB', ""n't_ADV"", 'say_VERB', 'anything_NOUN', ',_PUNCT', 'please_INTJ', ',""_PUNCT', 'retorted_VERB', 'Scrooge_PROPN', '._PUNCT']";37;"{'do_AUX', 'Do_AUX', 'munifi----_NOUN', ""n't_PART"", 'anything_PRON', 'My_DET'}";39;"{'do_AUX', '----_PUNCT', 'Do_AUX', ""n't_PART"", 'anything_PRON'}";40;{'munifi----_NOUN', 'My_DET'}
1864;"['""_PUNCT', 'Come_VERB', 'and_CCONJ', 'see_VERB', 'me_PRON', '._PUNCT']";6;;6;;6;
1865;"['Will_AUX', 'you_PRON', 'come_VERB', 'and_CCONJ', 'see_VERB', 'me_PRON', '?_PUNCT', '""_PUNCT']";8;{'Will_VERB'};8;;8;{'Will_VERB'}
1866;"['""_PUNCT', 'I_PRON', 'will_AUX', '!_PUNCT', '""_PUNCT']";5;{'will_VERB'};5;;5;{'will_VERB'}
1867;['cried_VERB', 'the_DET', 'old_ADJ', 'gentleman_NOUN', '._PUNCT'];5;;5;;5;
1868;['And_CCONJ', 'it_PRON', 'was_VERB', 'clear_ADJ', 'he_PRON', 'meant_VERB', 'to_PART', 'do_VERB', 'it_PRON', '._PUNCT'];10;{'do_AUX', 'was_AUX'};10;{'was_AUX'};10;{'do_AUX'}
1869;"['""_PUNCT', 'Thankee_PROPN', ',""_PUNCT', 'said_VERB', 'Scrooge_PROPN', '._PUNCT']";6;{',_PUNCT'};7;{',_PUNCT'};7;
1870;"['""_PUNCT', 'I_PRON', 'am_VERB', 'much_ADV', 'obliged_ADJ', 'to_ADP', 'you_PRON', '._PUNCT']";8;{'obliged_VERB', 'am_AUX'};8;{'obliged_VERB', 'am_AUX'};8;
1871;['I_PRON', 'thank_VERB', 'you_PRON', 'fifty_NUM', 'times_NOUN', '._PUNCT'];6;;6;;6;
1872;"['Bless_VERB', 'you_PRON', '!_PUNCT', '""_PUNCT']";4;;4;;4;
1873;"['He_PRON', 'went_VERB', 'to_ADP', 'church_NOUN', ',_PUNCT', 'and_CCONJ', 'walked_VERB', 'about_ADP', 'the_DET', 'streets_NOUN', ',_PUNCT', 'and_CCONJ', 'watched_VERB', 'the_DET', 'people_NOUN', 'hurrying_VERB', 'to_ADP', 'and_CCONJ', 'fro_VERB', ',_PUNCT', 'and_CCONJ', 'patted_VERB', 'the_DET', 'children_NOUN', 'on_ADP', 'the_DET', 'head_NOUN', ',_PUNCT', 'and_CCONJ', 'questioned_VERB', 'beggars_NOUN', ',_PUNCT', 'and_CCONJ', 'looked_VERB', 'down_ADP', 'into_ADP', 'the_DET', 'kitchens_NOUN', 'of_ADP', 'houses_NOUN', ',_PUNCT', 'and_CCONJ', 'up_ADP', 'to_ADP', 'the_DET', 'windows_NOUN', ';_PUNCT', 'and_CCONJ', 'found_VERB', 'that_ADP', 'everything_NOUN', 'could_AUX', 'yield_VERB', 'him_PRON', 'pleasure_NOUN', '._PUNCT']";56;{'could_VERB', 'that_SCONJ', 'fro_ADJ', 'everything_PRON'};56;{'that_SCONJ', 'fro_NOUN', 'down_ADV', 'everything_PRON'};56;{'could_VERB', 'fro_ADJ'}
1874;['He_PRON', 'had_VERB', 'never_ADV', 'dreamed_VERB', 'that_ADP', 'any_DET', 'walk_NOUN', '--_PUNCT', 'that_ADP', 'anything_NOUN', '--_PUNCT', 'could_AUX', 'give_VERB', 'him_PRON', 'so_ADV', 'much_ADJ', 'happiness_NOUN', '._PUNCT'];18;{'much_ADV', 'anything_PRON', 'could_VERB', 'had_AUX', 'that_SCONJ'};18;{'had_AUX', 'that_SCONJ', 'anything_PRON'};18;{'much_ADV', 'could_VERB'}
1875;"['In_ADP', 'the_DET', 'afternoon_NOUN', 'he_PRON', 'turned_VERB', 'his_PRON', 'steps_NOUN', 'towards_ADP', 'his_PRON', 'nephew_NOUN', ""'s_PART"", 'house_NOUN', '._PUNCT']";13;{'his_DET'};13;;13;{'his_DET'}
1876;['He_PRON', 'passed_VERB', 'the_DET', 'door_NOUN', 'a_DET', 'dozen_NOUN', 'times_NOUN', 'before_ADP', 'he_PRON', 'had_VERB', 'the_DET', 'courage_NOUN', 'to_PART', 'go_VERB', 'up_ADV', 'and_CCONJ', 'knock_VERB', '._PUNCT'];18;{'had_AUX'};18;{'up_ADP', 'dozen_NUM', 'before_SCONJ'};18;{'had_AUX'}
1877;['But_CCONJ', 'he_PRON', 'made_VERB', 'a_DET', 'dash_NOUN', ',_PUNCT', 'and_CCONJ', 'did_VERB', 'it_PRON', '._PUNCT'];10;{'did_AUX'};10;;10;{'did_AUX'}
1878;"['""_PUNCT', 'Is_VERB', 'your_PRON', 'master_NOUN', 'at_ADP', 'home_NOUN', ',_PUNCT', 'my_PRON', 'dear_NOUN', '?_PUNCT', '""_PUNCT']";11;{'Is_AUX', 'my_DET', 'your_DET'};11;{'dear_ADJ', 'Is_AUX'};11;{'my_DET', 'your_DET'}
1879;['said_VERB', 'Scrooge_PROPN', 'to_ADP', 'the_DET', 'girl_NOUN', '._PUNCT'];6;;6;;6;
1880;['Nice_ADJ', 'girl_NOUN', '!_PUNCT'];3;;3;;3;
1881;['Very_ADV', '._PUNCT'];2;;2;;2;
1882;"['""_PUNCT', 'Yes_INTJ', 'sir_NOUN', '._PUNCT', '""_PUNCT']";5;;5;;5;
1883;"['""_PUNCT', 'Where_ADV', 'is_VERB', 'he_PRON', ',_PUNCT', 'my_PRON', 'love_NOUN', '?_PUNCT', '""_PUNCT']";9;{'is_AUX', 'my_DET'};9;{'is_AUX'};9;{'my_DET'}
1884;['said_VERB', 'Scrooge_PROPN', '._PUNCT'];3;;3;;3;
1885;"['""_PUNCT', 'He_PRON', ""'s_VERB"", 'in_ADP', 'the_DET', 'dining-room_NOUN', ',_PUNCT', 'sir_NOUN', ',_PUNCT', 'along_ADP', 'with_ADP', 'mistress_NOUN', '._PUNCT']";13;"{'room_NOUN', ""'s_AUX"", 'dining_NOUN', '-_PUNCT'}";15;"{'sir_PROPN', ""'s_AUX"", '-_PUNCT', 'dining_NOUN', 'room_NOUN'}";15;
1886;"['I_PRON', ""'ll_AUX"", 'show_VERB', 'you_PRON', 'up-stairs_NOUN', ',_PUNCT', 'if_ADP', 'you_PRON', 'please_VERB', '._PUNCT', '""_PUNCT']";11;"{'if_SCONJ', ""'ll_VERB"", '-_PUNCT', 'stairs_NOUN', 'up_ADV'}";13;{'if_SCONJ', 'up_ADP', '-_PUNCT', 'stairs_NOUN', 'please_INTJ'};13;"{""'ll_VERB"", 'up_ADV'}"
1887;"['""_PUNCT', 'Thankee_INTJ', '._PUNCT']";3;{'Thankee_PROPN'};3;{'Thankee_PROPN'};3;
1888;"['He_PRON', 'knows_VERB', 'me_PRON', ',""_PUNCT', 'said_VERB', 'Scrooge_PROPN', ',_PUNCT', 'with_ADP', 'his_PRON', 'hand_NOUN', 'already_ADV', 'on_ADP', 'the_DET', 'dining-room_NOUN', 'lock_NOUN', '._PUNCT']";16;"{'""_PUNCT', 'his_DET', '-_PUNCT', 'dining_NOUN', 'room_NOUN'}";19;"{'dining_NOUN', 'room_NOUN', '""_PUNCT', '-_PUNCT'}";19;{'his_DET'}
1889;"['""_PUNCT', 'I_PRON', ""'ll_AUX"", 'go_VERB', 'in_ADV', 'here_ADV', ',_PUNCT', 'my_PRON', 'dear_NOUN', '._PUNCT', '""_PUNCT']";11;"{""'ll_VERB"", 'my_DET'}";11;{'dear_ADJ', 'in_ADP'};11;"{""'ll_VERB"", 'my_DET'}"
1890;['He_PRON', 'turned_VERB', 'it_PRON', 'gently_ADV', ',_PUNCT', 'and_CCONJ', 'sidled_VERB', 'his_PRON', 'face_NOUN', 'in_ADP', 'round_ADP', 'the_DET', 'door_NOUN', '._PUNCT'];14;{'his_DET', 'round_ADJ'};14;{'in_ADV'};14;{'his_DET', 'round_ADJ'}
1891;"['They_PRON', 'were_VERB', 'looking_VERB', 'at_ADP', 'the_DET', 'table_NOUN', '(_PUNCT', 'which_PRON', 'was_VERB', 'spread_VERB', 'out_ADP', 'in_ADP', 'great_ADJ', 'array_NOUN', ')_PUNCT', ';_PUNCT', 'for_ADP', 'these_DET', 'young_ADJ', 'housekeepers_NOUN', 'are_VERB', 'always_ADV', 'nervous_ADJ', 'on_ADP', 'such_ADJ', 'points_NOUN', ',_PUNCT', 'and_CCONJ', 'like_VERB', 'to_PART', 'see_VERB', 'that_ADP', 'everything_NOUN', 'is_VERB', 'right_ADJ', '._PUNCT']";36;{'were_AUX', 'was_AUX', 'everything_PRON', 'are_AUX', 'is_AUX', 'which_DET', 'that_SCONJ'};36;{'were_AUX', 'was_AUX', 'everything_PRON', 'are_AUX', 'is_AUX', 'that_SCONJ'};36;{'which_DET'}
1892;"['""_PUNCT', 'Fred_PROPN', '!_PUNCT', '""_PUNCT']";4;;4;;4;
1893;['said_VERB', 'Scrooge_PROPN', '._PUNCT'];3;;3;;3;
1894;['Dear_ADJ', 'heart_NOUN', 'alive_ADJ', ',_PUNCT', 'how_ADV', 'his_PRON', 'niece_NOUN', 'by_ADP', 'marriage_NOUN', 'started_VERB', '!_PUNCT'];11;{'his_DET'};11;;11;{'his_DET'}
1895;"['Scrooge_PROPN', 'had_VERB', 'forgotten_VERB', ',_PUNCT', 'for_ADP', 'the_DET', 'moment_NOUN', ',_PUNCT', 'about_ADP', 'her_PRON', 'sitting_VERB', 'in_ADP', 'the_DET', 'corner_NOUN', 'with_ADP', 'the_DET', 'footstool_NOUN', ',_PUNCT', 'or_CCONJ', 'he_PRON', 'would_AUX', ""n't_ADV"", 'have_VERB', 'done_VERB', 'it_PRON', 'on_ADP', 'any_DET', 'account_NOUN', '._PUNCT']";29;"{'had_AUX', ""n't_PART"", 'have_AUX', 'would_VERB'}";29;"{'had_AUX', ""n't_PART"", 'have_AUX'}";29;{'would_VERB'}
1896;"['""_PUNCT', 'Why_ADV', ',_PUNCT', 'bless_VERB', 'my_PRON', 'soul_NOUN', '!_PUNCT', '""_PUNCT']";8;{'my_DET'};8;;8;{'my_DET'}
1897;"['cried_VERB', 'Fred_PROPN', ',_PUNCT', '""_PUNCT', 'who_PRON', ""'s_VERB"", 'that_DET', '?_PUNCT', '""_PUNCT']";9;"{""'s_AUX""}";9;"{'that_PRON', ""'s_AUX""}";9;
1898;"['""_PUNCT', 'It_PRON', ""'s_VERB"", 'I_PRON', '._PUNCT']";5;"{""'s_AUX"", 'I._PROPN'}";4;"{""'s_AUX"", 'I._PROPN'}";4;
1899;['Your_PRON', 'uncle_NOUN', 'Scrooge_PROPN', '._PUNCT'];4;{'Your_DET'};4;;4;{'Your_DET'}
1900;['I_PRON', 'have_VERB', 'come_VERB', 'to_ADP', 'dinner_NOUN', '._PUNCT'];6;{'have_AUX'};6;{'have_AUX'};6;
1901;"['Will_AUX', 'you_PRON', 'let_VERB', 'me_PRON', 'in_ADP', ',_PUNCT', 'Fred_PROPN', '?_PUNCT', '""_PUNCT']";9;{'Will_VERB'};9;;9;{'Will_VERB'}
1902;['Let_VERB', 'him_PRON', 'in_ADP', '!_PUNCT'];4;;4;;4;
1903;"['It_PRON', 'is_VERB', 'a_DET', 'mercy_NOUN', 'he_PRON', 'did_VERB', ""n't_ADV"", 'shake_VERB', 'his_PRON', 'arm_NOUN', 'off_ADP', '._PUNCT']";12;"{'is_AUX', ""n't_PART"", 'did_AUX', 'his_DET'}";12;"{'is_AUX', ""n't_PART"", 'did_AUX'}";12;{'his_DET'}
1904;['He_PRON', 'was_VERB', 'at_ADP', 'home_NOUN', 'in_ADP', 'five_NUM', 'minutes_NOUN', '._PUNCT'];8;{'was_AUX'};8;{'was_AUX'};8;
1905;['Nothing_NOUN', 'could_AUX', 'be_VERB', 'heartier_ADJ', '._PUNCT'];5;{'could_VERB', 'Nothing_PRON', 'be_AUX'};5;{'Nothing_PRON', 'be_AUX'};5;{'could_VERB'}
1906;['His_PRON', 'niece_NOUN', 'looked_VERB', 'just_ADV', 'the_DET', 'same_ADJ', '._PUNCT'];7;{'His_DET'};7;;7;{'His_DET'}
1907;['So_ADV', 'did_VERB', 'Topper_PROPN', 'when_ADV', '__SYM', 'he_PRON', '__SYM', 'came_VERB', '._PUNCT'];9;{'did_AUX', '__PROPN'};9;{'_he__PRON', 'did_AUX'};7;{'__PROPN'}
1908;['So_ADV', 'did_VERB', 'the_DET', 'plump_NOUN', 'sister_NOUN', 'when_ADV', '__SYM', 'she_PRON', '__SYM', 'came_VERB', '._PUNCT'];11;{'plump_ADJ', 'did_AUX', '__PROPN'};11;{'plump_ADJ', 'she__PRON'};10;{'did_AUX', '__PROPN'}
1909;['So_ADV', 'did_VERB', 'every_DET', 'one_NOUN', 'when_ADV', '__SYM', 'they_PRON', '__SYM', 'came_VERB', '._PUNCT'];10;{'did_AUX', '__PROPN'};10;;10;{'did_AUX', '__PROPN'}
1910;['Wonderful_ADJ', 'party_NOUN', ',_PUNCT', 'wonderful_ADJ', 'games_NOUN', ',_PUNCT', 'wonderful_ADJ', 'unanimity_NOUN', ',_PUNCT', 'won-der-ful_ADJ', 'happiness_NOUN', '!_PUNCT'];12;{'-_PUNCT', 'won_VERB', 'ful_NOUN', 'der_NOUN'};16;{'ful_ADJ', '-_PUNCT', 'won_VERB', 'der_NOUN'};16;{'ful_NOUN'}
1911;['But_CCONJ', 'he_PRON', 'was_VERB', 'early_ADJ', 'at_ADP', 'the_DET', 'office_NOUN', 'next_ADJ', 'morning_NOUN', '._PUNCT'];10;{'early_ADV', 'was_AUX'};10;{'early_ADV', 'was_AUX'};10;
1912;['Oh_INTJ', ',_PUNCT', 'he_PRON', 'was_VERB', 'early_ADV', 'there_ADV', '!_PUNCT'];7;{'was_AUX'};7;{'early_ADJ', 'was_AUX'};7;
1913;['If_ADP', 'he_PRON', 'could_AUX', 'only_ADV', 'be_VERB', 'there_ADV', 'first_ADV', ',_PUNCT', 'and_CCONJ', 'catch_VERB', 'Bob_PROPN', 'Cratchit_PROPN', 'coming_VERB', 'late_ADV', '!_PUNCT'];15;{'could_VERB', 'first_ADJ', 'If_SCONJ', 'be_AUX'};15;{'If_SCONJ', 'be_AUX'};15;{'could_VERB', 'first_ADJ'}
1914;['That_DET', 'was_VERB', 'the_DET', 'thing_NOUN', 'he_PRON', 'had_VERB', 'set_VERB', 'his_PRON', 'heart_NOUN', 'upon_ADP', '._PUNCT'];11;{'his_DET', 'was_AUX', 'That_SCONJ', 'upon_SCONJ', 'had_AUX'};11;{'had_AUX', 'was_AUX', 'That_PRON'};11;{'upon_SCONJ', 'his_DET', 'That_SCONJ'}
1915;"['And_CCONJ', 'he_PRON', 'did_VERB', 'it_PRON', ';_PUNCT', 'yes_INTJ', ',_PUNCT', 'he_PRON', 'did_VERB', '!_PUNCT']";10;{'did_AUX'};10;;10;{'did_AUX'}
1916;['The_DET', 'clock_NOUN', 'struck_VERB', 'nine_NUM', '._PUNCT'];5;;5;;5;
1917;['No_INTJ', 'Bob_PROPN', '._PUNCT'];3;{'No_DET'};3;{'Bob._NOUN'};2;{'No_DET'}
1918;['A_DET', 'quarter_NOUN', 'past_NOUN', '._PUNCT'];4;;4;{'quarter_ADJ'};4;
1919;['No_INTJ', 'Bob_PROPN', '._PUNCT'];3;{'No_DET'};3;{'Bob._NOUN'};2;{'No_DET'}
1920;['He_PRON', 'was_VERB', 'full_ADJ', 'eighteen_NUM', 'minutes_NOUN', 'and_CCONJ', 'a_DET', 'half_NOUN', 'behind_ADP', 'his_PRON', 'time_NOUN', '._PUNCT'];12;{'was_AUX', 'his_DET'};12;{'was_AUX'};12;{'his_DET'}
1921;['Scrooge_PROPN', 'sat_VERB', 'with_ADP', 'his_PRON', 'door_NOUN', 'wide_ADV', 'open_ADJ', ',_PUNCT', 'that_ADP', 'he_PRON', 'might_AUX', 'see_VERB', 'him_PRON', 'come_VERB', 'into_ADP', 'the_DET', 'tank_NOUN', '._PUNCT'];18;{'might_VERB', 'that_SCONJ', 'his_DET'};18;{'that_SCONJ'};18;{'his_DET', 'might_VERB'}
1922;"['His_PRON', 'hat_NOUN', 'was_VERB', 'off_ADV', 'before_ADP', 'he_PRON', 'opened_VERB', 'the_DET', 'door_NOUN', ';_PUNCT', 'his_PRON', 'comforter_NOUN', 'too_ADV', '._PUNCT']";14;{'His_DET', 'off_ADP', 'was_AUX', 'his_DET'};14;{'was_AUX', 'before_SCONJ'};14;{'His_DET', 'off_ADP', 'his_DET'}
1923;"['He_PRON', 'was_VERB', 'on_ADP', 'his_PRON', 'stool_NOUN', 'in_ADP', 'a_DET', 'jiffy_NOUN', ';_PUNCT', 'driving_VERB', 'away_ADV', 'with_ADP', 'his_PRON', 'pen_NOUN', ',_PUNCT', 'as_ADP', 'if_ADP', 'he_PRON', 'were_VERB', 'trying_VERB', 'to_PART', 'overtake_VERB', 'nine_NUM', ""o'clock_NOUN"", '._PUNCT']";25;{'if_SCONJ', 'were_AUX', 'his_DET', 'as_SCONJ', 'was_AUX'};25;{'if_SCONJ', 'were_AUX', 'was_AUX', 'as_SCONJ'};25;{'his_DET'}
1924;"['""_PUNCT', 'Hallo_PROPN', '!_PUNCT', '""_PUNCT']";4;{'Hallo_INTJ'};4;;4;{'Hallo_INTJ'}
1925;['growled_VERB', 'Scrooge_PROPN', 'in_ADP', 'his_PRON', 'accustomed_ADJ', 'voice_NOUN', 'as_ADV', 'near_ADV', 'as_ADP', 'he_PRON', 'could_AUX', 'feign_VERB', 'it_PRON', '._PUNCT'];14;{'could_VERB', 'his_DET', 'as_SCONJ'};14;{'as_SCONJ'};14;{'could_VERB', 'his_DET'}
1926;"['""_PUNCT', 'What_PRON', 'do_VERB', 'you_PRON', 'mean_VERB', 'by_ADP', 'coming_VERB', 'here_ADV', 'at_ADP', 'this_DET', 'time_NOUN', 'of_ADP', 'day_NOUN', '?_PUNCT', '""_PUNCT']";15;{'do_AUX'};15;{'do_AUX', 'by_SCONJ'};15;
1927;"['""_PUNCT', 'I_PRON', 'am_VERB', 'very_ADV', 'sorry_ADJ', ',_PUNCT', 'sir_NOUN', ',""_PUNCT', 'said_VERB', 'Bob_PROPN', '._PUNCT']";11;{'am_AUX'};12;{'sir_PROPN', 'am_AUX', 'Bob._PROPN'};11;
